307 128 167 121 332 223 134 210 329 311 99 294 276 332 194 328 260 492 178 487 251 657 177 638 
302 124 159 114 324 218 130 198 329 303 101 273 276 320 193 322 261 481 180 488 249 657 182 638 
299 117 158 104 320 211 133 188 329 302 113 256 277 316 191 315 263 477 182 482 247 656 182 636 
300 112 161 99 323 207 140 184 336 300 133 252 277 318 191 315 265 480 183 482 247 658 183 640 
308 114 171 97 330 208 147 185 346 304 139 261 277 318 191 310 267 477 185 475 247 654 183 636 
325 112 171 94 343 211 156 188 355 306 136 271 278 314 193 305 267 479 176 477 251 654 177 642 
341 112 191 94 355 214 160 195 358 308 129 271 280 311 195 295 273 474 142 415 252 644 178 610 
353 114 205 95 359 216 168 198 358 310 135 275 277 314 212 295 198 458 127 352 205 568 213 519 
357 115 211 94 363 217 172 201 361 312 138 281 283 316 215 300 220 477 109 322 225 583 234 473 
359 116 212 96 364 221 176 202 360 314 138 283 290 315 215 297 232 491 110 300 228 634 251 452 
360 117 213 97 364 222 179 203 360 314 142 282 293 316 218 299 251 490 117 294 229 651 252 445 
360 118 214 98 366 222 180 204 361 314 143 281 295 316 220 298 260 489 123 291 230 652 255 455 
361 118 214 99 368 222 181 204 364 314 144 278 297 315 219 297 265 493 127 289 232 652 256 458 
361 118 214 99 369 223 181 205 366 314 146 278 297 314 219 297 274 497 129 290 233 655 248 455 
361 118 214 99 369 222 182 205 367 314 146 278 297 315 219 297 275 502 134 290 232 657 255 454 
361 118 213 99 370 222 182 205 367 314 147 279 297 314 219 297 273 489 140 290 232 658 258 453 
361 119 213 99 371 222 182 205 368 314 149 278 298 313 219 296 278 494 142 292 233 658 254 452 
361 119 213 99 371 222 182 205 369 314 149 278 299 311 218 293 280 493 142 299 234 657 261 455 
362 119 214 99 371 222 182 204 368 314 149 278 299 310 218 292 278 494 142 303 235 657 260 456 
362 119 215 98 371 221 183 202 369 313 151 278 299 310 218 291 277 479 141 306 242 657 259 458 
363 119 217 98 372 219 185 202 368 313 151 279 299 310 222 290 280 476 141 312 246 657 253 469 
363 118 221 99 372 217 191 202 368 313 163 285 291 312 229 292 224 458 210 368 200 587 239 533 
363 117 221 99 373 216 191 202 367 312 164 295 293 312 225 292 253 470 178 435 236 615 151 570 
363 112 221 98 374 211 193 202 368 307 169 298 295 303 225 288 261 469 178 446 241 618 149 588 
364 104 221 95 375 206 193 202 368 304 167 298 295 296 226 283 269 470 180 440 262 625 150 588 
363 96 222 89 375 200 193 199 368 301 167 299 292 291 234 278 246 453 224 436 208 607 169 599 
363 87 222 83 375 194 192 196 368 296 166 298 291 286 239 275 242 445 243 444 192 604 205 616 
357 71 221 67 374 183 192 186 367 287 168 293 285 280 242 273 233 440 248 442 191 595 207 618 
356 55 214 52 375 172 186 176 368 281 164 287 286 262 239 257 235 444 232 435 202 604 199 609 
356 35 204 32 377 156 176 160 373 274 151 281 298 263 223 255 274 448 220 429 237 627 186 619 
353 -6 202 -18 380 115 168 108 378 248 152 253 294 244 209 237 274 442 221 445 235 649 198 639 
